"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"ST","2025-09-08","84.4","-1.47","4.96","Woo, Bryan",669357,693433,,"ball",,,,,14,"Ball","R","L","R","SEA","STL","B",,,0,2,2025,"1.06","0.17",0.9965636053605185,-0.259609717786498,,,,1,4,"Top",,,,,,,3.628573517438221,-122.72461444970887,-6.096436635720736,9.9780326518234,25.26227200140091,-29.444838477339527,"3.5","1.6",,,,"84.5",2480,"6.5",776400,663728,647304,660844,553993,641487,668227,677594,645302,"54.01",,,,,,,,22,3,"Sweeper",0,2,2,0,2,0,2,0,"Strategic","Standard",67,"-0.002","0.017",,,,"-0.017",,-2,2,0.294,0.706,25,25,25,25,2,1,6,1,5,1,"3.05","-1.06","1.06","23.9",,,,,
"FF","2025-09-08","94.4","-1.5","5.03","Woo, Bryan",669357,693433,,"foul",,,,,5,"Foul","R","L","R","SEA","STL","S",,,0,1,2025,"-0.95","1.13",-0.05974732416081052,2.9247529528658234,,,,1,4,"Top",,,,,,,5.873975270050228,-137.3962443778852,-2.320430978222265,-13.353274460677346,29.462113775039597,-17.53619507879341,"3.54","1.66",225,"76.8",25,"94.7",2352,"6.4",776400,663728,647304,660844,553993,641487,668227,677594,645302,"54.14",,,,,,,,22,2,"4-Seam Fastball",0,2,2,0,2,0,2,0,"Standard","Standard",232,"0.003","-0.052","72.2","7.7",,"0.052","88.0",-2,2,0.291,0.7090000000000001,25,25,25,25,2,1,6,1,5,1,"1.42","0.95","-0.95","19.7",17.75648530040042,-1.3445358061836379,30.73636080255351,37.48049382669886,32.96937602467408
"FF","2025-09-08","96.3","-1.48","5.02","Woo, Bryan",669357,693433,,"foul",,,,,5,"Foul","R","L","R","SEA","STL","S",,,0,0,2025,"-1.05","1.17",0.1823114362685081,2.2897087726371033,,,,1,4,"Top",,,,,,,6.82086324924671,-140.0912332263169,-4.310628372155217,-15.454817279665585,33.22688621451969,-15.944154710320216,"3.54","1.66",254,"74.9",43,"96.4",2282,"6.5",776400,663728,647304,660844,553993,641487,668227,677594,645302,"54.02",,,,,,,,22,1,"4-Seam Fastball",0,2,2,0,2,0,2,0,"Standard","Standard",230,"0.002","-0.039","73.7","7.7",,"0.039","88.0",-2,2,0.289,0.7110000000000001,25,25,25,25,2,1,6,1,5,1,"1.29","1.05","-1.05","22.8",14.37473464774903,-6.216562862349644,37.34360546202569,35.05128737931038,31.87747185365521
"FF","2025-09-08","96.1","-1.56","4.93","Woo, Bryan",676475,693433,"home_run","hit_into_play",,,,,9,"Alec Burleson homers (17) on a fly ball to center field. Iván Herrera scores.","R","L","R","SEA","STL","X",,"fly_ball",0,1,2025,"-1.22","1.14",0.544226736847274,2.1378349115620336,,,671056,1,4,"Top",143.74,31.64,,,,,8.35229559392127,-139.78379319380568,-4.434887707699023,-17.842977911556126,29.255080588802834,-16.36224696758613,"3.52","1.59",416,"106.9",28,"96.5",2257,"6.4",776400,663728,647304,660844,553993,641487,668227,677594,645302,"54.13",0.9049642857142858,1.8251785714285718,"2",1,0,3,6,21,2,"4-Seam Fastball",0,0,0,0,2,0,2,0,"Infield shade","Standard",235,"-0.213","1.505","80.6","7.5",3.606053571428571,"-1.505","106.9",0,0,0.502,0.498,25,26,25,27,2,1,6,11,5,1,"1.31","1.22","-1.22","20.5",10.036894889400061,-9.024724073707882,36.09324100498332,26.041304449787397,37.51783779880244
"FF","2025-09-08","96","-1.53","5.05","Woo, Bryan",676475,693433,,"swinging_strike",,,,,6,"Swinging Strike","R","L","R","SEA","STL","S",,,0,0,2025,"-1.06","1.19",0.42756978961456893,2.7189497701669145,,,671056,1,4,"Top",,,,,,,7.627973794777154,-139.62575371266468,-3.278787919490641,-15.557456404187807,30.086668077052938,-16.088419951299965,"3.52","1.59",,,,"96.6",2363,"6.6",776400,663728,647304,660844,553993,641487,668227,677594,645302,"53.92",,,,,,,,21,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",230,"0.005","-0.04","73.1","6.5",,"0.04",,0,0,0.497,0.503,25,26,25,27,2,1,6,11,5,1,"1.28","1.06","-1.06","23.0",0.9934778617885734,11.982902938831495,34.68609894867175,26.83294308901343,29.82988760620237
"SI","2025-09-08","95.6","-1.32","4.99","Woo, Bryan",671056,693433,"single","hit_into_play",,,,,8,"Iván Herrera singles on a sharp line drive to center fielder Julio Rodríguez.","R","R","R","SEA","STL","X",8,"line_drive",0,1,2025,"-1.63","0.44",-0.13449555752066522,1.887941619540865,,,,1,4,"Top",144.7,76.47,,,,,6.794705492459684,-139.1204699000896,-3.5905047214847863,-22.68458719070367,29.310527074807215,-25.863408476369234,"3.41","1.57",224,"111.5",10,"95.8",2352,"6.3",776400,663728,647304,660844,553993,641487,668227,677594,645302,"54.23",0.835,0.861,"0.9",1,1,0,5,20,2,"Sinker",0,0,0,0,0,0,0,0,"Infield shade","Standard",236,"-0.033","0.453","77.7","7.9",1.166,"-0.453","111.5",0,0,0.53,0.47,25,25,25,25,2,1,6,1,5,1,"2.04","1.63","1.63","22.2",1.3540348346161875,3.1210728052038887,35.04566883735871,34.49192282395986,29.28670869228795
"SI","2025-09-08","95.2","-1.4","5.04","Woo, Bryan",671056,693433,,"called_strike",,,,,3,"Called Strike","R","R","R","SEA","STL","S",,,0,0,2025,"-1.31","0.37",0.46491565029014903,2.8156802472760223,,,,1,4,"Top",,,,,,,7.819151105309758,-138.5056238074129,-1.0832500547822026,-18.559273168535817,27.23537795431369,-27.285620003291182,"3.36","1.52",,,,"95.7",2304,"6.3",776400,663728,647304,660844,553993,641487,668227,677594,645302,"54.21",,,,,,,,20,1,"Sinker",0,0,0,0,0,0,0,0,"Infield shade","Standard",230,"0.003","-0.039",,,,"0.039",,0,0,0.527,0.473,25,25,25,25,2,1,6,1,5,1,"2.12","1.31","1.31","22.0",,,,,
"CH","2025-09-08","89.6","-1.65","4.9","Woo, Bryan",663457,693433,"field_out","hit_into_play",,,,,7,"Lars Nootbaar grounds out to first baseman Josh Naylor.","R","L","R","SEA","STL","X",3,"ground_ball",1,2,2025,"-1.3","0.61",-0.33721808615006155,1.8817852524284304,,,,0,4,"Top",159.52,156.55,,,,,6.012516290142911,-130.4289711593779,-2.7881344139794644,-16.107964238315446,25.635504474574187,-24.829754204569685,"3.39","1.65",10,"90.6",-11,"90.2",1517,"6.5",776400,663728,647304,660844,553993,641487,668227,677594,645302,"54.01",0.167,0.161,"0",1,0,0,2,19,4,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",241,"0.02","-0.189","74.8","7.3",0.192,"0.189","90.6",0,0,0.507,0.493,25,27,25,28,2,1,6,1,5,1,"2.21","1.3","-1.3","21.4",12.670888948846038,-5.4239297255133065,30.191160745932976,39.97632726389658,38.586653462349325
"SI","2025-09-08","95.3","-1.36","5.21","Woo, Bryan",663457,693433,,"called_strike",,,,,6,"Called Strike","R","L","R","SEA","STL","S",,,1,1,2025,"-1.45","0.39",0.8189932989520923,2.6769309667895076,,,,0,4,"Top",,,,,,,9.002850403952586,-138.63197097572728,-1.9270721195381695,-20.674755515099893,28.7149891245381,-26.927235739574503,"3.39","1.67",,,,"95.8",2471,"6.4",776400,663728,647304,660844,553993,641487,668227,677594,645302,"54.08",,,,,,,,19,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",223,"0.006","-0.061",,,,"0.061",,0,0,0.501,0.499,25,27,25,28,2,1,6,1,5,1,"2.11","1.45","-1.45","24.9",,,,,
"FF","2025-09-08","95.2","-1.55","5.08","Woo, Bryan",663457,693433,,"foul",,,,,4,"Foul","R","L","R","SEA","STL","S",,,1,0,2025,"-1.36","1.26",-0.30779710284137085,2.3125571950865815,,,,0,4,"Top",,,,,,,6.319738571255598,-138.54314049104855,-4.458050825722272,-18.972202804895414,30.328079459317696,-15.188485733885239,"3.39","1.65",,,,"95.3",2468,"6.3",776400,663728,647304,660844,553993,641487,668227,677594,645302,"54.21",,,,,,,,19,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",231,"0.005","-0.05","77.8","6.9",,"0.05",,0,0,0.496,0.504,25,27,25,28,2,1,6,1,5,1,"1.25","1.36","-1.36","22.3",6.637806030865416,5.1595381871998995,30.449366799642764,40.55785567284696,29.29224509952363
"SI","2025-09-08","94.7","-1.76","4.99","Woo, Bryan",663457,693433,,"ball",,,,,13,"Ball","R","L","R","SEA","STL","B",,,0,0,2025,"-1.58","0.85",-1.0496702498352355,2.438830951809338,,,,0,4,"Top",,,,,,,5.377688672510092,-137.79005400872472,-2.897339801325875,-21.34676844965379,29.602017117344868,-20.90041068937915,"3.39","1.65",,,,"94.9",2336,"6.4",776400,663728,647304,660844,553993,641487,668227,677594,645302,"54.14",,,,,,,,19,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",229,"-0.004","0.041",,,,"-0.041",,0,0,0.5,0.5,25,27,25,28,2,1,6,1,5,1,"1.69","1.58","-1.58","19.9",,,,,
"FF","2025-09-08","96.1","-1.58","4.92","Woo, Bryan",687363,693433,"field_out","hit_into_play",,,,,6,"Victor Scott II pops out to shortstop J.P. Crawford.","R","L","R","SEA","STL","X",6,"popup",1,1,2025,"-0.99","1.25",0.5057798234616139,2.4989952951984167,,,,2,3,"Top",109.16,128.08,,,,,7.772873387181711,-139.6998659196024,-3.656328221352151,-14.734927272019931,30.90382353000912,-15.146615115669475,"3.28","1.52",185,"83.2",59,"96.1",2437,"6.3",776400,663728,647304,660844,553993,641487,668227,677594,645302,"54.22",0.03,0.037,"0",1,0,0,3,15,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",237,"0.011","-0.244","69.3","6.3",0.053,"0.244","88.0",0,0,0.544,0.45599999999999996,25,24,25,24,1,0,6,2,5,1,"1.22","0.99","-0.99","20.4",3.6694533638465976,-11.112523077166482,33.398083347597925,25.47306476353822,30.56189703406845
"FF","2025-09-08","96.1","-1.63","4.94","Woo, Bryan",687363,693433,,"called_strike",,,,,7,"Called Strike","R","L","R","SEA","STL","S",,,1,0,2025,"-1.35","1.13",-0.30873844691990704,1.8492898283364212,,,,2,3,"Top",,,,,,,6.535317418400601,-139.7487956210978,-5.153583559803109,-19.13382099663596,29.581178029772964,-16.436047225878117,"3.24","1.51",,,,"96.1",2418,"6.2",776400,663728,647304,660844,553993,641487,668227,677594,645302,"54.31",,,,,,,,15,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",229,"0.002","-0.054",,,,"0.054",,0,0,0.542,0.45799999999999996,25,24,25,24,1,0,6,2,5,1,"1.33","1.35","-1.35","19.1",,,,,
"FF","2025-09-08","94.7","-1.5","4.98","Woo, Bryan",687363,693433,,"ball",,,,,11,"Ball","R","L","R","SEA","STL","B",,,0,0,2025,"-1.03","1.19",-0.5273517589269403,3.756140276073404,,,,2,3,"Top",,,,,,,4.839445925450214,-137.87298127165846,-0.20974959007967625,-14.203893646673109,29.379267955817102,-17.096267177892514,"3.24","1.53",,,,"94.8",2421,"6.2",776400,663728,647304,660844,553993,641487,668227,677594,645302,"54.27",,,,,,,,15,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",229,"-0.001","0.037",,,,"-0.037",,0,0,0.543,0.45699999999999996,25,24,25,24,1,0,6,2,5,1,"1.34","1.03","-1.03","21.8",,,,,
"FF","2025-09-08","96.1","-1.44","4.98","Woo, Bryan",691023,693433,"strikeout","swinging_strike",,,,,12,"Jordan Walker strikes out swinging.","R","R","R","SEA","STL","S",2,,1,2,2025,"-1.12","1.07",1.0709040938287957,2.8010676199627302,,,,1,3,"Top",,,,,,,9.196651379589904,-139.7608406997424,-2.651322817114564,-16.605448250631053,28.720325691337493,-17.728564153940834,"3.7","1.76",,,,"96.7",2322,"6.5",776400,663728,647304,660844,553993,641487,668227,677594,645302,"54.01",,0,"0",1,0,0,,14,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",228,"0.013","-0.18","74.7","8.1",,"0.18",,0,0,0.53,0.47,25,23,25,23,1,0,6,1,5,4,"1.39","1.12","1.12","21.7",-3.8319055732582488,22.130884881495408,24.792651729224357,54.34694816790114,6.026395300863589
"FF","2025-09-08","96.2","-1.52","4.95","Woo, Bryan",691023,693433,,"foul",,,,,7,"Foul","R","R","R","SEA","STL","S",,,1,2,2025,"-1.02","0.98",-0.27957645190141034,2.164976712890414,,,,1,3,"Top",,,,,,,5.613911551688206,-139.9666745251771,-4.012669137419495,-14.702247191016491,33.26232332748187,-18.54309435049853,"3.7","1.76",221,"79.5",53,"96",2240,"6.3",776400,663728,647304,660844,553993,641487,668227,677594,645302,"54.2",,,,,,,,14,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",230,"0","0","77.7","8.5",,"0","88.0",0,0,0.53,0.47,25,23,25,23,1,0,6,1,5,4,"1.49","1.02","1.02","22.9",-2.207997606311423,-2.9071302713346463,40.82479213838141,37.25526277863075,21.00372691181894
"FF","2025-09-08","96","-1.48","5.18","Woo, Bryan",691023,693433,,"ball",,,,,1,"Ball","R","R","R","SEA","STL","B",,,0,2,2025,"-0.7","1.16",-0.7841010910520368,3.9184026785485058,,,,1,3,"Top",,,,,,,3.424446205844409,-139.82186679927648,-0.3939498661043884,-9.94958373863467,30.332985932555736,-17.008763524888604,"3.82","1.84",,,,"96.1",2211,"6.2",776400,663728,647304,660844,553993,641487,668227,677594,645302,"54.27",,,,,,,,14,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",221,"-0.001","0.017",,,,"-0.017",,0,0,0.531,0.469,25,23,25,23,1,0,6,1,5,4,"1.3","0.7","0.7","26.2",,,,,
"FF","2025-09-08","95.8","-1.47","5.11","Woo, Bryan",691023,693433,,"swinging_strike",,,,,5,"Swinging Strike","R","R","R","SEA","STL","S",,,0,1,2025,"-0.79","1.35",0.07942283790348315,2.4631400937846584,,,,1,3,"Top",,,,,,,5.878491016597793,-139.30068024951385,-4.408962721886394,-11.610742713687149,31.75210253048949,-13.87108662398179,"3.7","1.76",,,,"95.8",2455,"6.3",776400,663728,647304,660844,553993,641487,668227,677594,645302,"54.16",,,,,,,,14,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",227,"0.003","-0.052","82.3","8.7",,"0.052",,0,0,0.528,0.472,25,23,25,23,1,0,6,1,5,4,"1.15","0.79","0.79","24.3",9.002915463922955,-2.4190614775812027,36.801819706134175,41.71601553925174,29.658417498030595
"SI","2025-09-08","96","-1.36","4.93","Woo, Bryan",691023,693433,,"foul",,,,,9,"Foul","R","R","R","SEA","STL","S",,,0,0,2025,"-1.47","0.19",0.45949649751302934,1.78925485063654,,,,1,3,"Top",,,,,,,8.125216898848638,-139.64309382326172,-3.1408964262278123,-21.070928067426806,31.406021279577303,-29.203006462271674,"3.7","1.76",1,"70.6",-54,"96",2305,"6.3",776400,663728,647304,660844,553993,641487,668227,677594,645302,"54.21",,,,,,,,14,1,"Sinker",0,0,0,0,0,0,0,0,"Infield shade","Standard",235,"0.003","-0.039","74.8","9.0",,"0.039","88.0",0,0,0.525,0.475,25,23,25,23,1,0,6,1,5,4,"2.29","1.47","1.47","18.3",10.992143502950771,4.6661627538273835,29.660572068175902,45.04897410996422,22.968848492794265
"ST","2025-09-08","85.3","-1.55","4.85","Woo, Bryan",695336,693433,"strikeout","swinging_strike",,,,,9,"Thomas Saggese strikes out swinging.","R","R","R","SEA","STL","S",2,,1,2,2025,"0.63","0.32",0.4346361945775268,1.7700998607916665,,,,0,3,"Top",,,,,,,3.4150353043262265,-124.2159226825794,-1.5629363808358083,5.760734664362383,25.79835912634658,-28.78334908277932,"3.51","1.63",,,,"85.5",2509,"6.4",776400,663728,647304,660844,553993,641487,668227,677594,645302,"54.05",,0,"0",1,0,0,,13,5,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",64,"0.019","-0.189","68.7","8.3",,"0.189",,0,0,0.506,0.494,25,23,25,23,1,0,6,1,5,1,"2.82","-0.63","-0.63","21.0",32.362257193419545,-31.830286391802638,40.036832117936186,37.94404895895798,53.8727019890894
"SI","2025-09-08","96.2","-1.24","5.01","Woo, Bryan",695336,693433,,"ball",,,,,14,"Ball","R","R","R","SEA","STL","B",,,0,2,2025,"-1.65","0.29",0.9401583273241847,0.946753138031865,,,,0,3,"Top",,,,,,,9.494436132361788,-139.69369769943415,-5.850307685983916,-23.706249990328462,30.665549169576163,-27.202849122225327,"3.51","1.67",,,,"96.1",2294,"6.3",776400,663728,647304,660844,553993,641487,668227,677594,645302,"54.23",,,,,,,,13,4,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",229,"-0.003","0.024",,,,"-0.024",,0,0,0.509,0.491,25,23,25,23,1,0,6,1,5,1,"2.18","1.65","1.65","19.9",,,,,
"FF","2025-09-08","95.4","-1.47","5","Woo, Bryan",695336,693433,,"foul",,,,,6,"Foul","R","R","R","SEA","STL","S",,,0,2,2025,"-1.11","1.14",0.3281350017007798,2.500437751020699,,,,0,3,"Top",,,,,,,7.20462941682684,-138.72924945143376,-3.488830216243733,-15.928459099688656,31.57040792966813,-16.854374475346145,"3.51","1.63",278,"85.3",37,"95.3",2300,"6.3",776400,663728,647304,660844,553993,641487,668227,677594,645302,"54.22",,,,,,,,13,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",234,"0","0","69.9","6.3",,"0","88.0",0,0,0.509,0.491,25,23,25,23,1,0,6,1,5,1,"1.37","1.11","1.11","24.0",-6.542844976330432,23.271219985112378,39.34654478774894,38.55522686631688,19.957684027536533
"SI","2025-09-08","94.3","-1.55","4.99","Woo, Bryan",695336,693433,,"foul",,,,,1,"Foul","R","R","R","SEA","STL","S",,,0,1,2025,"-1.33","0.44",-0.6506013334428755,2.951706036911993,,,,0,3,"Top",,,,,,,5.295459038745376,-137.33718068002847,-0.6158242945624303,-18.038506101346584,28.25313903741999,-26.68623025070317,"3.51","1.63",109,"61.4",64,"94.6",2233,"6.3",776400,663728,647304,660844,553993,641487,668227,677594,645302,"54.21",,,,,,,,13,2,"Sinker",0,0,0,0,0,0,0,0,"Infield shade","Standard",229,"0.005","-0.055","69.8","6.6",,"0.055","88.0",0,0,0.504,0.496,25,23,25,23,1,0,6,1,5,1,"2.11","1.33","1.33","21.7",5.495502717021723,5.466180862920488,33.30620647400476,27.45314104995582,27.227116925017214
"SI","2025-09-08","94.2","-1.55","4.92","Woo, Bryan",695336,693433,,"foul",,,,,13,"Foul","R","R","R","SEA","STL","S",,,0,0,2025,"-1.55","0.54",-0.18186552081553176,1.4883358324072866,,,,0,3,"Top",,,,,,,7.0098360638414,-137.1178058301988,-4.468899100638653,-21.05696742129183,28.147203460325535,-24.564054379281508,"3.51","1.63",2,"76.7",-41,"94.8",2355,"6.5",776400,663728,647304,660844,553993,641487,668227,677594,645302,"54.04",,,,,,,,13,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",232,"0.004","-0.039","66.7","7.6",,"0.039","88.0",0,0,0.5,0.5,25,23,25,23,1,0,6,1,5,1,"2.01","1.55","1.55","19.1",15.053851709915705,8.925255126999666,40.81569805060089,34.205250838578834,24.77040878211618
"FF","2025-09-08","96.3","-1.58","5.01","Woo, Bryan",699625,693433,"strikeout","swinging_strike",,,,,4,"Jimmy Crooks strikes out swinging.","R","L","R","SEA","STL","S",2,,3,2,2025,"-0.96","1.19",-0.35965601813412607,2.344168804348019,,,,2,2,"Top",,,,,,,5.44644381557843,-140.13811547956806,-4.1571070884269785,-13.938516238794401,33.72268206544995,-15.837595655395662,"3.37","1.53",,,,"96.3",2429,"6.4",776400,663728,647304,660844,553993,641487,668227,677594,645302,"54.08",,0,"0",1,0,0,,9,9,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",230,"0.013","-0.328","73.5","6.9",,"0.328",,0,0,0.538,0.46199999999999997,25,23,25,24,1,0,6,2,5,4,"1.29","0.96","-0.96","22.6",4.549606416278672,11.674704825538178,36.0454614063536,39.43512494774946,24.963432896316206
"SI","2025-09-08","94.5","-1.39","5","Woo, Bryan",699625,693433,,"ball",,,,,12,"Ball","R","L","R","SEA","STL","B",,,2,2,2025,"-1.37","0.55",0.36658451438561235,3.894895374804535,,,,2,2,"Top",,,,,,,7.66177462959711,-137.46331118919565,1.6040560344851111,-19.097883058681294,31.087176147494496,-25.85333478502511,"3.27","1.48",,,,"94.7",2281,"6.5",776400,663728,647304,660844,553993,641487,668227,677594,645302,"54.04",,,,,,,,9,8,"Sinker",0,0,0,0,0,0,0,0,"Infield shade","Standard",222,"-0.003","0.104",,,,"-0.104",,0,0,0.541,0.45899999999999996,25,23,25,24,1,0,6,2,5,4,"2.01","1.37","-1.37","23.1",,,,,
"FF","2025-09-08","96.5","-1.34","5.01","Woo, Bryan",699625,693433,,"foul",,,,,9,"Foul","R","L","R","SEA","STL","S",,,2,2,2025,"-1.01","1.2",0.6567974623745575,1.8327560175969448,,,,2,2,"Top",,,,,,,7.642240953518718,-140.2943216434728,-5.6215024583079565,-15.010843717578988,31.941276870496385,-15.263397856604268,"3.37","1.53",160,"84.9",71,"96.9",2422,"6.6",776400,663728,647304,660844,553993,641487,668227,677594,645302,"53.92",,,,,,,,9,7,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",227,"0","0","72.2","7.3",,"0","88.0",0,0,0.541,0.45899999999999996,25,23,25,24,1,0,6,2,5,4,"1.26","1.01","-1.01","26.4",13.866901370007387,-8.699792910155105,42.83201320406038,26.74476618195361,36.97880020148939
"FF","2025-09-08","97","-1.42","5.11","Woo, Bryan",699625,693433,,"foul",,,,,14,"Foul","R","L","R","SEA","STL","S",,,2,2,2025,"-0.87","1.25",1.2420584347299624,1.8801727661760128,,,,2,2,"Top",,,,,,,9.113070552714438,-140.85749640135717,-5.969226249312792,-13.563197930980627,31.183275666615128,-14.34884701478468,"3.37","1.53",3,"76.3",-30,"97.2",2430,"6.5",776400,663728,647304,660844,553993,641487,668227,677594,645302,"54.04",,,,,,,,9,6,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",227,"0","0","71.6","7.4",,"0","88.0",0,0,0.541,0.45899999999999996,25,23,25,24,1,0,6,2,5,4,"1.18","0.87","-0.87","27.6",19.686829638646433,-14.458712579778858,39.47262649535541,20.116004520692265,38.93421395471659
"CH","2025-09-08","89.7","-1.69","4.85","Woo, Bryan",699625,693433,,"ball",,,,,14,"Ball","R","L","R","SEA","STL","B",,,1,2,2025,"-1.25","0.88",0.20194374558516537,1.488991198199885,,,,2,2,"Top",,,,,,,7.359749558710472,-130.47146828052124,-4.227655400254819,-15.832636712085629,25.206817039095977,-21.45573562218269,"3.29","1.67",,,,"90.5",1374,"6.6",776400,663728,647304,660844,553993,641487,668227,677594,645302,"53.91",,,,,,,,9,5,"Changeup",0,0,0,0,0,0,0,0,"Infield shade","Standard",238,"-0.002","0.042",,,,"-0.042",,0,0,0.543,0.45699999999999996,25,23,25,24,1,0,6,2,5,4,"1.94","1.25","-1.25","23.4",,,,,
"ST","2025-09-08","81.9","-1.68","4.82","Woo, Bryan",699625,693433,,"ball",,,,,11,"Ball","R","L","R","SEA","STL","B",,,0,2,2025,"1.01","0.62",-2.993322328811437,2.840234564095959,,,,2,2,"Top",,,,,,,-4.920288292274287,-119.20522788640369,0.8892013234966251,10.537585882233207,23.286399628057836,-26.62847767785517,"3.29","1.52",,,,"82",2504,"6.4",776400,663728,647304,660844,553993,641487,668227,677594,645302,"54.14",,,,,,,,9,4,"Sweeper",0,0,0,0,0,0,0,0,"Infield shade","Standard",82,"-0.001","0.022",,,,"-0.022",,0,0,0.544,0.45599999999999996,25,23,25,24,1,0,6,2,5,4,"2.78","-1.01","1.01","20.8",,,,,
"FF","2025-09-08","95.4","-1.54","5.01","Woo, Bryan",699625,693433,,"foul",,,,,1,"Foul","R","L","R","SEA","STL","S",,,0,2,2025,"-0.84","1.23",-0.6768389261606255,3.132885802022009,,,,2,2,"Top",,,,,,,4.153493330687458,-139.03148046037967,-2.117842716507423,-11.762278699057584,28.92022303846385,-15.930183290778185,"3.37","1.53",162,"80.9",13,"95.9",2295,"6.3",776400,663728,647304,660844,553993,641487,668227,677594,645302,"54.17",,,,,,,,9,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",227,"0","0","67.0","6.5",,"0","88.0",0,0,0.544,0.45599999999999996,25,23,25,24,1,0,6,2,5,4,"1.26","0.84","-0.84","26.7",1.1145276305841731,20.769226940403456,28.471524710171874,42.73058970880962,20.54389128109829
"CH","2025-09-08","88.8","-1.68","4.87","Woo, Bryan",699625,693433,,"called_strike",,,,,7,"Called Strike","R","L","R","SEA","STL","S",,,0,1,2025,"-1.07","0.28",-0.637294749863321,1.790707177032128,,,,2,2,"Top",,,,,,,4.80052893031819,-129.30370066030684,-2.1433079168200084,-12.966994570573686,24.509651827923484,-28.830987008500415,"3.37","1.62",,,,"89.6",1553,"6.5",776400,663728,647304,660844,553993,641487,668227,677594,645302,"53.96",,,,,,,,9,2,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",240,"0.002","-0.057",,,,"0.057",,0,0,0.542,0.45799999999999996,25,23,25,24,1,0,6,2,5,4,"2.59","1.07","-1.07","21.5",,,,,
"FF","2025-09-08","96","-1.41","5.15","Woo, Bryan",699625,693433,,"foul",,,,,12,"Foul","R","L","R","SEA","STL","S",,,0,0,2025,"-0.71","1.28",0.30384948366820386,3.5354253773444473,,,,2,2,"Top",,,,,,,6.172707324230062,-139.68618682114248,-1.5569226921627701,-10.788253659674922,33.171573850729786,-15.312293890079035,"3.37","1.53",142,"75",73,"95.9",2403,"6.3",776400,663728,647304,660844,553993,641487,668227,677594,645302,"54.15",,,,,,,,9,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",221,"0.002","-0.043","63.8","6.4",,"0.043","88.0",0,0,0.54,0.45999999999999996,25,23,25,24,1,0,6,2,5,4,"1.2","0.71","-0.71","32.3",10.2555116512031,2.2928980507848076,28.983905100014955,31.657575834415383,31.400551844931336
